id,name,source,page,rarity,type,attunement,damage,properties,mastery,weight,value,text
#40001,Ball Bearings,PHB'24,224,none,Adventuring Gear,,,,,2,1,"As a Utilize action, you can spill Ball Bearings from their pouch. They spread to cover a level, 10-foot-square area within 10 feet of yourself. A creature that enters this area for the first time on a turn must succeed on a DC 10 Dexterity saving throw or have the Prone condition. It takes 10 minutes to recover the Ball Bearings."
#40002,Battleaxe,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Slashing,Versatile (1d10),Mastery: Topple,4,10,"Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
#40003,Block and Tackle,PHB'24,224,none,Adventuring Gear,,,,,5,1,A Block and Tackle allows you to hoist up to four times the weight you can normally lift.
#40004,Breastplate,PHB'24,219,none,Medium Armor,,AC 14 + Dex (max 2),,,20,400,
#40005,Caltrops,PHB'24,224,none,Adventuring Gear,,,,,2,1,"As a Utilize action, you can spread Caltrops from their bag to cover a 5-foot-square area within 5 feet of yourself. A creature that enters this area for the first time on a turn must succeed on a DC 15 Dexterity saving throw or take 1 Piercing damage and have its Speed reduced to 0 until the start of its next turn. It takes 10 minutes to recover the Caltrops."
#40006,Carpenter's Tools,PHB'24,220,none,Artisan's Tools,,,,,6,8,"Ability: StrengthUtilize: Seal or pry open a door or container (DC 20)Craft: Club, Greatclub, Quarterstaff, Barrel, Chest, Ladder, Pole, Portable Ram, TorchArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
#40007,Chain,PHB'24,224,none,Adventuring Gear,,,,,10,5,"As a Utilize action, you can wrap a Chain around an unwilling creature within 5 feet of yourself that has the Grappled, Incapacitated, or Restrained condition if you succeed on a DC 13 Strength (Athletics) check. If the creature's legs are bound, the creature has the Restrained condition until it escapes. Escaping the Chain requires the creature to make a successful DC 18 Dexterity (Acrobatics) check as an action. Bursting the Chain requires a successful DC 20 Strength (Athletics) check as an action."
#40008,Chain Mail,PHB'24,219,none,Heavy Armor,,AC 16,,,55,75,"The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 13, their speed is reduced by 10 feet."
#40009,Chain Shirt,PHB'24,219,none,Medium Armor,,AC 13 + Dex (max 2),,,20,50,
#40010,Dagger,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d4 Piercing,"Finesse, Light, Thrown (20/60Â ft.)",Mastery: Nick,1,2,"Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
#40011,Double-Bladed Scimitar,ERLW,21,none,"Weapon, Martial Weapon, Melee Weapon",,2d4 Slashing,"two handed, special",,6,100,"Special. If you attack with a double-bladed scimitar as part of the Attack action on your turn, you can use a bonus action immediately after to make a melee attack with it. This attack deals 1d4 slashing damage on a hit, instead of 2d4. Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
#40012,Flail,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Bludgeoning,,Mastery: Sap,2,10,"Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
#40013,Glaive,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d10 Slashing,"Heavy, Reach, Twoâ€‘Handed",Mastery: Graze,6,20,"Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
#40014,Greataxe,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d12 Slashing,"Heavy, Twoâ€‘Handed",Mastery: Cleave,7,30,"Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Cleave. If you hit a creature with a melee attack roll using this weapon, you can make a melee attack roll with the weapon against a second creature within 5 feet of the first that is also within your reach. On a hit, the second creature takes the weapon's damage, but don't add your ability modifier to that damage unless that modifier is negative. You can make this extra attack only once per turn."
#40015,Greatclub,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d8 Bludgeoning,Twoâ€‘Handed,Mastery: Push,10,0,"Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
#40016,Greatsword,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,2d6 Slashing,"Heavy, Twoâ€‘Handed",Mastery: Graze,6,50,"Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Graze. If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier."
#40017,Halberd,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d10 Slashing,"Heavy, Reach, Twoâ€‘Handed",Mastery: Cleave,6,20,"Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Cleave. If you hit a creature with a melee attack roll using this weapon, you can make a melee attack roll with the weapon against a second creature within 5 feet of the first that is also within your reach. On a hit, the second creature takes the weapon's damage, but don't add your ability modifier to that damage unless that modifier is negative. You can make this extra attack only once per turn."
#40018,Half Plate Armor,PHB'24,219,none,Medium Armor,,AC 15 + Dex (max 2),,,40,750,The wearer has Disadvantage on Dexterity (Stealth) checks.
#40019,Hammer,PHB'14,150,none,Adventuring Gear,,,,,3,1,
#40020,Handaxe,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d6 Slashing,"Light, Thrown (20/60Â ft.)",Mastery: Vex,2,5,"Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
#40021,Heavy Crossbow,PHB'24,215,none,"Weapon, Martial Weapon, Ranged Weapon",,1d10 Piercing,"Ammunition (Range 100/400Â ft.; Bolt), Heavy, Loading, Twoâ€‘Handed",Mastery: Push,18,50,"Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
#40022,Javelin,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d6 Piercing,Thrown (30/120Â ft.),Mastery: Slow,2,1,"Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
#40023,Lamp,PHB'24,226,none,Adventuring Gear,,,,,1,1,A Lamp burns Oil as fuel to cast Bright Light in a 15-foot radius and Dim Light for an additional 30 feet.
#40024,Lance,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d10 Piercing,"Heavy, Reach, Twoâ€‘Handed (unless mounted)",Mastery: Topple,6,10,"A Lance requires two hands to wield when you aren't mounted. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
#40025,Light Hammer,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d4 Bludgeoning,"Light, Thrown (20/60Â ft.)",Mastery: Nick,2,2,"Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
#40026,Longsword,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Slashing,Versatile (1d10),Mastery: Sap,3,15,"Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
#40027,Mace,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d6 Bludgeoning,,Mastery: Sap,4,5,"Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
#40028,Manacles,PHB'24,226,none,Adventuring Gear,,,,,6,2,"As a Utilize action, you can use Manacles to bind an unwilling Small or Medium creature within 5 feet of yourself that has the Grappled, Incapacitated, or Restrained condition if you succeed on a DC 13 Dexterity (Sleight of Hand) check. While bound, a creature has Disadvantage on attack rolls, and the creature is Restrained if the Manacles are attached to a chain or hook that is fixed in place. Escaping the Manacles requires a successful DC 20 Dexterity (Sleight of Hand) check as an action. Bursting them requires a successful DC 25 Strength (Athletics) check as an action.Each set of Manacles comes with a key. Without the key, a creature can use Thieves' Tools to pick the Manacles' lock with a successful DC 15 Dexterity (Sleight of Hand) check."
#40029,Mason's Tools,PHB'24,221,none,Artisan's Tools,,,,,8,10,"Ability: StrengthUtilize: Chisel a symbol or hole in stone (DC 10)Craft: Block and TackleArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
#40030,Maul,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,2d6 Bludgeoning,"Heavy, Twoâ€‘Handed",Mastery: Topple,10,10,"Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
#40031,Morningstar,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Piercing,,Mastery: Sap,4,15,"Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
#40032,Pike,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d10 Piercing,"Heavy, Reach, Twoâ€‘Handed",Mastery: Push,18,5,"Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
#40033,Plate Armor,PHB'24,219,none,Heavy Armor,,AC 18,,,65,1500,"The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#40034,Rapier,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Piercing,Finesse,Mastery: Vex,2,25,"Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
#40035,Ring Mail,PHB'24,219,none,Heavy Armor,,AC 14,,,40,30,The wearer has Disadvantage on Dexterity (Stealth) checks.
#40036,Scale Mail,PHB'24,219,none,Medium Armor,,AC 14 + Dex (max 2),,,45,50,The wearer has Disadvantage on Dexterity (Stealth) checks.
#40037,Scimitar,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d6 Slashing,"Finesse, Light",Mastery: Nick,3,25,"Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
#40038,Shortsword,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d6 Piercing,"Finesse, Light",Mastery: Vex,2,10,"Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
#40039,Sickle,PHB'24,215,none,"Weapon, Simple Weapon, Melee Weapon",,1d4 Slashing,Light,Mastery: Nick,2,1,"Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
#40040,Smith's Tools,PHB'24,221,none,Artisan's Tools,,,,,8,20,"Ability: StrengthUtilize: Pry open a door or container (DC 20)Craft: Any Melee weapon (except Club, Greatclub, Quarterstaff, and Whip), Medium armor (except Hide), Heavy armor, Ball Bearings, Bucket, Caltrops, Chain, Crowbar, Firearm Bullets, Grappling Hook, Iron Pot, Iron Spikes, Sling BulletsArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
#40041,Staff,PHB'24,224,none,"Staff, Weapon, Spellcasting Focus, Simple Weapon, Melee Weapon",,1d6 Bludgeoning,versatile (1d8),Mastery: Topple,4,5,"Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the propertyâ€”the damage when the weapon is used with two hands to make a melee attack.An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
#40042,Trident,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Piercing,"Thrown (20/60Â ft.), Versatile (1d10)",Mastery: Topple,4,5,"Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
#40043,War Pick,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Piercing,Versatile (1d10),Mastery: Sap,2,5,"Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
#40044,Warhammer,PHB'24,215,none,"Weapon, Martial Weapon, Melee Weapon",,1d8 Bludgeoning,Versatile (1d10),Mastery: Push,5,15,"Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
#40045,Whetstone,PHB'14,150,none,Adventuring Gear,,,,,1,1,
